               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 135,            0.033969,            0.019011,           0.0041333,             0.77811,             0.71584,             0.79522,             0.40951,            0.033555,            0.015499,           0.0048724,            0.005578,            0.005578,            0.005578
                 136,            0.033851,             0.01879,           0.0044317,             0.79991,             0.70384,              0.7942,             0.40468,            0.033746,            0.015536,           0.0047445,            0.005545,            0.005545,            0.005545
                 137,            0.033822,            0.019119,           0.0040165,             0.77405,             0.72205,             0.80011,              0.4058,            0.033591,             0.01552,           0.0047292,            0.005512,            0.005512,            0.005512
                 138,            0.033702,             0.01927,           0.0040411,             0.79378,             0.71213,             0.79893,             0.40604,            0.033656,            0.015464,           0.0045885,            0.005479,            0.005479,            0.005479
                 139,             0.03401,             0.01888,            0.004121,             0.78433,             0.71973,             0.79516,             0.40582,            0.033795,            0.015509,           0.0047496,            0.005446,            0.005446,            0.005446
                 140,            0.033491,            0.018885,           0.0041269,             0.79172,             0.71206,             0.79287,             0.40484,            0.033721,            0.015509,           0.0049386,            0.005413,            0.005413,            0.005413
                 141,            0.033627,            0.019228,           0.0040618,             0.79812,             0.69111,             0.79386,             0.40653,            0.033734,            0.015514,           0.0049355,             0.00538,             0.00538,             0.00538
                 142,            0.033441,            0.018961,           0.0037713,             0.78514,             0.69116,             0.79001,             0.40957,             0.03368,            0.015469,           0.0049868,            0.005347,            0.005347,            0.005347
                 143,            0.033425,            0.019158,           0.0040513,             0.80444,              0.7143,             0.80207,             0.40918,            0.033768,             0.01543,           0.0050566,            0.005314,            0.005314,            0.005314
                 144,            0.033399,            0.018894,           0.0038877,              0.7906,              0.7007,             0.79554,             0.41116,            0.033611,            0.015428,           0.0050379,            0.005281,            0.005281,            0.005281
                 145,            0.033246,            0.018893,           0.0038897,             0.81462,             0.69075,             0.79529,             0.41052,            0.033636,            0.015412,           0.0049644,            0.005248,            0.005248,            0.005248
                 146,            0.033146,            0.018984,           0.0038163,             0.80283,             0.69353,             0.79605,             0.40961,            0.033596,            0.015409,           0.0050135,            0.005215,            0.005215,            0.005215
                 147,            0.033148,            0.018947,           0.0039838,             0.81458,             0.69235,             0.79622,             0.40889,            0.033639,            0.015429,           0.0050123,            0.005182,            0.005182,            0.005182
                 148,            0.033201,            0.018832,           0.0037432,             0.82251,             0.70387,             0.80165,             0.41111,             0.03356,            0.015397,            0.004722,            0.005149,            0.005149,            0.005149
                 149,            0.033192,            0.018705,           0.0037989,              0.8167,              0.6978,             0.79748,              0.4114,            0.033539,            0.015389,           0.0047651,            0.005116,            0.005116,            0.005116
                 150,            0.033231,            0.018832,            0.003986,             0.79556,             0.71308,             0.80338,             0.41276,              0.0336,            0.015393,            0.004915,            0.005083,            0.005083,            0.005083
                 151,            0.033052,            0.018649,           0.0038378,             0.79092,             0.71728,             0.80085,             0.41159,             0.03361,            0.015403,           0.0048449,             0.00505,             0.00505,             0.00505
                 152,            0.032967,            0.018508,           0.0037293,             0.78923,             0.70773,             0.80294,             0.41239,            0.033599,            0.015413,           0.0048007,            0.005017,            0.005017,            0.005017
                 153,             0.03303,            0.018688,           0.0037208,             0.79247,             0.70605,              0.8009,             0.40946,            0.033614,            0.015427,           0.0047759,            0.004984,            0.004984,            0.004984
                 154,            0.032832,            0.018618,           0.0035988,             0.78059,             0.71878,             0.80131,             0.41015,            0.033617,            0.015419,            0.004855,            0.004951,            0.004951,            0.004951
                 155,            0.032842,             0.01883,           0.0035388,              0.7696,             0.72526,             0.79844,             0.40992,            0.033626,            0.015432,            0.004784,            0.004918,            0.004918,            0.004918
                 156,            0.032728,            0.018844,           0.0037034,             0.76043,             0.73362,             0.80009,             0.41139,            0.033609,            0.015447,           0.0047026,            0.004885,            0.004885,            0.004885
                 157,            0.032696,            0.018963,           0.0034848,             0.76351,             0.73608,             0.80183,             0.41093,            0.033546,            0.015427,           0.0044921,            0.004852,            0.004852,            0.004852
                 158,            0.032687,             0.01853,           0.0036449,             0.75336,             0.74378,             0.80191,             0.41221,            0.033582,             0.01543,           0.0044711,            0.004819,            0.004819,            0.004819
                 159,            0.032652,            0.018466,           0.0038664,             0.77489,             0.72215,             0.80416,             0.41228,             0.03355,            0.015394,           0.0043758,            0.004786,            0.004786,            0.004786
                 160,            0.032542,            0.018437,           0.0035621,             0.80494,             0.70867,             0.80436,             0.41329,            0.033556,            0.015411,           0.0043899,            0.004753,            0.004753,            0.004753
                 161,            0.032438,            0.018444,           0.0034846,             0.79743,             0.71181,             0.80256,             0.41173,            0.033571,            0.015425,           0.0045037,             0.00472,             0.00472,             0.00472
                 162,            0.032505,            0.018539,           0.0036716,             0.80143,             0.71237,             0.80686,             0.41206,            0.033576,            0.015428,           0.0045226,            0.004687,            0.004687,            0.004687
                 163,            0.032344,            0.018139,           0.0035887,              0.7854,             0.72192,             0.80759,             0.41312,            0.033583,            0.015447,           0.0045511,            0.004654,            0.004654,            0.004654
                 164,             0.03241,            0.018375,           0.0035745,             0.79288,              0.7153,               0.806,             0.41188,            0.033556,            0.015479,           0.0046182,            0.004621,            0.004621,            0.004621
                 165,            0.032166,            0.018549,           0.0036216,             0.79402,             0.71546,             0.80517,             0.41319,            0.033558,            0.015489,           0.0046822,            0.004588,            0.004588,            0.004588
                 166,            0.032272,            0.018216,           0.0034557,             0.79529,             0.71311,              0.8068,             0.41358,            0.033525,            0.015498,           0.0047343,            0.004555,            0.004555,            0.004555
                 167,            0.032045,            0.018371,            0.003403,             0.80321,             0.70613,             0.80788,              0.4143,            0.033488,            0.015497,           0.0048122,            0.004522,            0.004522,            0.004522
                 168,            0.032103,            0.018358,           0.0034483,             0.81432,             0.70431,             0.80745,             0.41448,            0.033459,            0.015492,           0.0048632,            0.004489,            0.004489,            0.004489
                 169,             0.03198,            0.018428,           0.0031064,             0.82501,             0.70333,             0.81042,             0.41576,            0.033462,            0.015477,           0.0048861,            0.004456,            0.004456,            0.004456
                 170,             0.03206,            0.018273,           0.0032667,             0.83707,              0.7014,             0.81106,               0.416,            0.033496,            0.015486,            0.004981,            0.004423,            0.004423,            0.004423
                 171,            0.032018,            0.018265,            0.003575,             0.83469,             0.70359,             0.81024,             0.41417,            0.033548,            0.015509,           0.0050384,             0.00439,             0.00439,             0.00439
                 172,             0.03193,            0.018199,           0.0037574,             0.83547,             0.70551,             0.80804,             0.41473,            0.033537,            0.015508,           0.0049968,            0.004357,            0.004357,            0.004357
                 173,            0.031895,            0.017929,           0.0033559,             0.82972,             0.70623,             0.80747,             0.41468,            0.033545,            0.015523,           0.0049199,            0.004324,            0.004324,            0.004324
                 174,             0.03182,              0.0182,           0.0034213,             0.82412,             0.70103,              0.8057,             0.41568,            0.033551,            0.015554,           0.0048702,            0.004291,            0.004291,            0.004291
                 175,            0.031713,            0.017961,            0.003103,             0.81519,             0.70771,             0.80391,              0.4149,            0.033544,            0.015556,           0.0048714,            0.004258,            0.004258,            0.004258
                 176,            0.031924,            0.017725,           0.0033464,             0.82234,             0.70243,             0.80329,             0.41548,             0.03356,            0.015564,           0.0048674,            0.004225,            0.004225,            0.004225
                 177,            0.031857,            0.018145,           0.0033084,             0.82728,             0.71509,             0.81028,             0.41561,            0.033553,            0.015566,           0.0048834,            0.004192,            0.004192,            0.004192
                 178,            0.031768,            0.018335,           0.0034747,             0.80844,             0.71453,             0.80673,              0.4148,            0.033594,            0.015567,           0.0048746,            0.004159,            0.004159,            0.004159
                 179,            0.031565,            0.018145,           0.0032761,             0.80864,             0.71818,             0.81131,              0.4158,            0.033598,            0.015563,            0.004859,            0.004126,            0.004126,            0.004126
                 180,            0.031725,             0.01793,           0.0032976,             0.80296,             0.72384,             0.81048,             0.41412,            0.033566,            0.015554,           0.0048118,            0.004093,            0.004093,            0.004093
                 181,            0.031592,            0.017992,           0.0033544,             0.80966,             0.71891,             0.80763,             0.41391,             0.03358,            0.015562,           0.0048749,             0.00406,             0.00406,             0.00406
                 182,             0.03145,            0.018012,           0.0029416,             0.80115,             0.71515,             0.80515,             0.41413,            0.033557,            0.015564,           0.0048924,            0.004027,            0.004027,            0.004027
                 183,            0.031318,            0.017936,           0.0032963,             0.80071,             0.72137,             0.80562,             0.41416,            0.033528,            0.015561,           0.0048054,            0.003994,            0.003994,            0.003994
                 184,            0.031087,            0.017785,           0.0031313,             0.79653,             0.72536,             0.80677,             0.41443,            0.033523,            0.015565,           0.0048031,            0.003961,            0.003961,            0.003961
                 185,            0.031151,            0.017959,           0.0029979,             0.80919,             0.72132,             0.80499,             0.41356,             0.03351,            0.015572,           0.0048729,            0.003928,            0.003928,            0.003928
                 186,            0.031333,            0.017995,           0.0030197,             0.81197,              0.7236,             0.80836,             0.41425,            0.033497,            0.015575,           0.0049249,            0.003895,            0.003895,            0.003895
                 187,             0.03116,            0.017832,           0.0031521,             0.80984,             0.72515,             0.80925,             0.41384,            0.033464,            0.015576,           0.0049827,            0.003862,            0.003862,            0.003862
                 188,            0.030913,            0.017745,           0.0031205,             0.81073,             0.72554,             0.80824,             0.41441,            0.033461,            0.015583,           0.0050288,            0.003829,            0.003829,            0.003829
                 189,            0.030923,            0.017775,           0.0030661,             0.80751,             0.72247,             0.80961,             0.41469,            0.033449,            0.015582,           0.0050165,            0.003796,            0.003796,            0.003796
                 190,              0.0309,            0.017746,           0.0029044,             0.80685,             0.72294,              0.8096,             0.41414,             0.03344,            0.015586,           0.0049911,            0.003763,            0.003763,            0.003763
                 191,            0.030944,            0.017743,           0.0028563,             0.80734,             0.72845,              0.8088,             0.41367,            0.033437,            0.015589,           0.0050652,             0.00373,             0.00373,             0.00373
                 192,            0.030788,            0.017588,           0.0029835,             0.80335,             0.72886,             0.80799,               0.414,            0.033438,            0.015596,            0.005104,            0.003697,            0.003697,            0.003697
                 193,             0.03089,            0.017566,           0.0030943,             0.81078,             0.72704,             0.80796,             0.41317,            0.033443,            0.015606,           0.0051259,            0.003664,            0.003664,            0.003664
                 194,            0.030826,              0.0179,           0.0028969,             0.80458,             0.73215,             0.80846,             0.41309,            0.033431,            0.015607,           0.0051243,            0.003631,            0.003631,            0.003631
                 195,             0.03077,            0.017624,           0.0028021,             0.80743,             0.73055,             0.80828,             0.41384,            0.033444,            0.015619,           0.0051123,            0.003598,            0.003598,            0.003598
                 196,            0.030486,            0.017434,           0.0029886,              0.8051,             0.72996,             0.80763,             0.41309,            0.033434,            0.015629,           0.0051218,            0.003565,            0.003565,            0.003565
                 197,            0.030783,            0.017551,           0.0028902,             0.80264,             0.73163,             0.80821,             0.41368,            0.033424,            0.015631,           0.0051405,            0.003532,            0.003532,            0.003532
                 198,            0.030643,            0.017339,           0.0028302,             0.80051,             0.73057,             0.80817,              0.4142,            0.033429,            0.015638,           0.0051566,            0.003499,            0.003499,            0.003499
                 199,            0.030225,            0.017451,           0.0026415,             0.80296,             0.73313,             0.80811,             0.41425,            0.033427,            0.015639,           0.0051747,            0.003466,            0.003466,            0.003466
                 200,            0.030589,            0.017532,           0.0031023,             0.79624,             0.73605,             0.80745,             0.41421,             0.03343,             0.01565,           0.0051756,            0.003433,            0.003433,            0.003433
                 201,            0.030242,            0.017573,           0.0028361,             0.79326,             0.73546,             0.80755,             0.41467,            0.033414,            0.015646,           0.0051529,              0.0034,              0.0034,              0.0034
                 202,            0.030315,            0.017439,           0.0028763,             0.78632,             0.74052,             0.80687,             0.41463,            0.033405,            0.015654,           0.0051393,            0.003367,            0.003367,            0.003367
                 203,            0.030114,            0.017347,           0.0027691,             0.77931,             0.74471,             0.80755,             0.41494,            0.033405,            0.015659,            0.005115,            0.003334,            0.003334,            0.003334
                 204,             0.03011,            0.017561,           0.0027535,             0.77052,               0.747,             0.80758,             0.41465,            0.033402,            0.015663,           0.0051189,            0.003301,            0.003301,            0.003301
                 205,            0.030323,             0.01742,           0.0027203,             0.77589,             0.74213,             0.80746,             0.41413,            0.033391,            0.015664,           0.0051099,            0.003268,            0.003268,            0.003268
                 206,            0.030154,            0.017741,           0.0027583,             0.78103,             0.74034,             0.80712,             0.41353,              0.0334,            0.015673,           0.0051507,            0.003235,            0.003235,            0.003235
                 207,            0.030127,            0.017276,           0.0026937,             0.78074,             0.73955,             0.80525,             0.41415,            0.033421,            0.015684,           0.0051658,            0.003202,            0.003202,            0.003202
                 208,            0.030167,            0.017366,           0.0028334,             0.77907,             0.73193,               0.805,             0.41346,            0.033422,            0.015701,            0.005184,            0.003169,            0.003169,            0.003169
                 209,            0.029782,            0.017411,           0.0026961,             0.78339,             0.73129,             0.80501,             0.41302,            0.033425,            0.015707,            0.005179,            0.003136,            0.003136,            0.003136
                 210,            0.029878,            0.017398,           0.0027132,             0.77827,             0.73193,             0.80401,             0.41351,            0.033433,            0.015722,           0.0051855,            0.003103,            0.003103,            0.003103
                 211,            0.029704,            0.017436,           0.0027717,             0.78315,             0.72548,              0.8036,             0.41307,             0.03344,             0.01573,           0.0051644,             0.00307,             0.00307,             0.00307
                 212,            0.029555,            0.017381,           0.0026849,             0.77739,             0.73169,             0.80405,             0.41309,            0.033439,            0.015737,           0.0051626,            0.003037,            0.003037,            0.003037
                 213,            0.029587,            0.016927,           0.0026443,             0.77634,             0.72966,             0.80368,             0.41218,            0.033449,            0.015746,           0.0051561,            0.003004,            0.003004,            0.003004
                 214,            0.029632,             0.01712,           0.0026499,             0.77576,             0.72992,             0.80317,             0.41268,            0.033459,            0.015754,           0.0051648,            0.002971,            0.002971,            0.002971
                 215,            0.029492,            0.017052,           0.0026068,             0.78178,             0.72502,             0.80281,             0.41247,             0.03346,            0.015762,           0.0051393,            0.002938,            0.002938,            0.002938
                 216,             0.02953,            0.017095,            0.002655,             0.78602,             0.72593,             0.80306,             0.41176,            0.033469,             0.01577,           0.0051189,            0.002905,            0.002905,            0.002905
                 217,            0.029296,            0.017233,           0.0026549,             0.78634,             0.72657,             0.80321,             0.41298,            0.033468,            0.015774,           0.0051318,            0.002872,            0.002872,            0.002872
                 218,            0.029343,            0.017291,           0.0026894,             0.78537,             0.72574,             0.80381,             0.41255,            0.033463,            0.015783,           0.0051377,            0.002839,            0.002839,            0.002839
                 219,            0.029428,            0.017162,           0.0024882,             0.78385,             0.72715,             0.80374,             0.41301,            0.033468,            0.015788,           0.0051517,            0.002806,            0.002806,            0.002806
                 220,            0.029186,            0.016872,           0.0025394,             0.78777,             0.72633,             0.80363,             0.41267,            0.033466,            0.015796,           0.0051751,            0.002773,            0.002773,            0.002773
                 221,            0.029339,            0.017013,           0.0025463,             0.78779,             0.72649,             0.80334,             0.41253,            0.033476,            0.015803,           0.0051884,             0.00274,             0.00274,             0.00274
                 222,            0.029174,            0.017101,           0.0023777,             0.78705,              0.7267,             0.80369,             0.41223,             0.03348,            0.015809,            0.005183,            0.002707,            0.002707,            0.002707
                 223,            0.029071,            0.016944,           0.0023651,             0.79006,              0.7261,             0.80331,              0.4116,            0.033483,            0.015819,            0.005191,            0.002674,            0.002674,            0.002674
                 224,            0.029069,            0.016954,            0.002567,             0.79506,             0.72285,             0.80268,             0.41193,            0.033489,            0.015827,           0.0051899,            0.002641,            0.002641,            0.002641
                 225,            0.029129,            0.016945,           0.0025078,             0.79186,              0.7247,             0.80274,             0.41187,            0.033492,            0.015836,           0.0052054,            0.002608,            0.002608,            0.002608
                 226,            0.029054,            0.017078,           0.0025682,             0.78545,              0.7263,             0.80246,             0.41163,            0.033494,            0.015845,           0.0052206,            0.002575,            0.002575,            0.002575
                 227,            0.028842,            0.017077,           0.0024035,              0.7743,             0.72563,             0.80235,             0.41076,            0.033508,            0.015855,           0.0052185,            0.002542,            0.002542,            0.002542
                 228,            0.028597,            0.016767,           0.0022992,             0.77321,             0.72666,             0.80232,             0.41141,            0.033518,            0.015863,            0.005214,            0.002509,            0.002509,            0.002509
                 229,            0.028711,            0.016944,           0.0024219,             0.77281,             0.72604,             0.80197,             0.41097,            0.033525,            0.015869,           0.0052151,            0.002476,            0.002476,            0.002476
                 230,            0.028789,             0.01689,            0.002285,             0.77369,             0.72522,             0.80233,             0.41097,            0.033535,            0.015875,           0.0052412,            0.002443,            0.002443,            0.002443
                 231,            0.028652,            0.016606,           0.0022866,             0.77547,             0.72404,             0.80185,             0.41052,            0.033543,            0.015884,           0.0052513,             0.00241,             0.00241,             0.00241
                 232,            0.028346,            0.017029,           0.0023066,             0.80493,              0.7098,             0.80178,             0.41087,            0.033549,            0.015889,           0.0052666,            0.002377,            0.002377,            0.002377
                 233,             0.02843,            0.016694,           0.0022846,             0.80454,             0.70975,             0.80135,             0.41079,            0.033556,            0.015898,           0.0052781,            0.002344,            0.002344,            0.002344
                 234,            0.028501,            0.016729,            0.002309,             0.80511,             0.70915,             0.80169,             0.41065,            0.033564,            0.015905,           0.0052845,            0.002311,            0.002311,            0.002311
                 235,            0.028582,            0.016849,           0.0023203,             0.78268,             0.72184,             0.80147,             0.41036,            0.033567,            0.015909,            0.005286,            0.002278,            0.002278,            0.002278
                 236,            0.028306,            0.016809,           0.0023125,             0.78071,             0.72342,             0.80143,             0.41065,            0.033571,            0.015917,           0.0052775,            0.002245,            0.002245,            0.002245
                 237,            0.028272,             0.01678,           0.0021889,             0.78021,             0.72151,              0.7999,             0.41081,            0.033578,            0.015925,           0.0052781,            0.002212,            0.002212,            0.002212
                 238,            0.028228,            0.016642,           0.0023818,             0.77839,             0.72139,             0.79972,             0.41089,            0.033582,            0.015932,           0.0052806,            0.002179,            0.002179,            0.002179
                 239,            0.028162,            0.016468,            0.002355,             0.77805,             0.72261,              0.7998,             0.41091,            0.033582,             0.01594,           0.0052864,            0.002146,            0.002146,            0.002146
                 240,             0.02812,            0.016626,            0.002351,              0.7779,             0.72259,             0.79991,             0.41071,            0.033586,            0.015947,           0.0052832,            0.002113,            0.002113,            0.002113
                 241,            0.027997,            0.016636,           0.0022201,             0.78067,             0.72413,             0.79964,             0.41051,            0.033589,            0.015953,           0.0052791,             0.00208,             0.00208,             0.00208
                 242,            0.027756,            0.016617,           0.0020692,             0.78155,             0.72313,              0.7995,              0.4107,            0.033592,             0.01596,           0.0052744,            0.002047,            0.002047,            0.002047
                 243,            0.027872,            0.016687,           0.0020989,             0.78409,             0.72196,              0.7996,              0.4104,            0.033598,            0.015967,           0.0052649,            0.002014,            0.002014,            0.002014
                 244,            0.027898,            0.016409,           0.0022344,             0.78889,             0.71486,             0.79931,             0.41041,            0.033603,            0.015975,           0.0052786,            0.001981,            0.001981,            0.001981
                 245,            0.027658,            0.016237,           0.0022641,             0.78839,             0.71466,             0.79903,              0.4103,            0.033608,            0.015983,           0.0052801,            0.001948,            0.001948,            0.001948
                 246,            0.027692,            0.016222,           0.0023119,             0.77485,             0.72659,             0.79926,              0.4103,            0.033613,             0.01599,           0.0052769,            0.001915,            0.001915,            0.001915
                 247,            0.027584,            0.016273,           0.0021882,             0.77613,             0.72567,             0.79882,             0.41038,            0.033614,            0.015996,           0.0052815,            0.001882,            0.001882,            0.001882
                 248,            0.027663,            0.016341,           0.0021758,             0.77566,             0.72529,             0.79863,             0.41036,            0.033621,            0.016004,           0.0052777,            0.001849,            0.001849,            0.001849
                 249,            0.027639,            0.016254,           0.0021267,             0.79308,             0.71086,             0.79932,              0.4104,            0.033622,            0.016011,           0.0052826,            0.001816,            0.001816,            0.001816
                 250,            0.027447,            0.016446,           0.0022147,             0.79284,             0.71321,             0.79964,             0.41048,             0.03363,            0.016017,           0.0052891,            0.001783,            0.001783,            0.001783
                 251,            0.027274,            0.016398,           0.0022644,             0.79178,             0.71394,             0.79935,              0.4104,            0.033635,            0.016022,           0.0053021,             0.00175,             0.00175,             0.00175
                 252,            0.027277,             0.01643,           0.0022557,             0.79163,             0.71487,             0.79925,             0.41039,            0.033636,            0.016028,           0.0053088,            0.001717,            0.001717,            0.001717
                 253,            0.027327,             0.01603,           0.0020293,             0.79066,             0.71474,             0.79942,             0.41055,            0.033637,            0.016034,           0.0053085,            0.001684,            0.001684,            0.001684
                 254,            0.027401,             0.01619,           0.0020969,             0.79042,             0.71343,             0.79931,             0.41058,            0.033641,             0.01604,           0.0053102,            0.001651,            0.001651,            0.001651
                 255,            0.027176,            0.015945,           0.0019728,             0.78962,             0.71508,             0.79922,             0.41055,            0.033647,            0.016048,           0.0053146,            0.001618,            0.001618,            0.001618
                 256,            0.027157,            0.016311,           0.0020081,             0.78677,             0.71661,             0.79922,             0.41074,             0.03365,            0.016055,           0.0053228,            0.001585,            0.001585,            0.001585
                 257,            0.026941,            0.016199,           0.0019363,             0.78647,             0.71667,             0.79907,             0.41087,            0.033653,            0.016061,           0.0053266,            0.001552,            0.001552,            0.001552
                 258,            0.026924,            0.015912,           0.0019875,             0.79018,             0.71807,             0.79904,             0.41072,            0.033656,            0.016066,           0.0053296,            0.001519,            0.001519,            0.001519
                 259,            0.026673,            0.015747,           0.0020452,             0.78948,             0.71807,              0.7991,              0.4107,             0.03366,            0.016072,           0.0053342,            0.001486,            0.001486,            0.001486
                 260,            0.026675,            0.015758,           0.0019366,             0.78967,             0.71868,             0.79929,             0.41094,            0.033662,            0.016077,           0.0053296,            0.001453,            0.001453,            0.001453
                 261,            0.026801,            0.016199,           0.0021136,             0.78991,             0.71822,             0.79782,             0.41033,            0.033667,            0.016084,            0.005329,             0.00142,             0.00142,             0.00142
                 262,            0.026586,            0.015826,           0.0019873,             0.78959,             0.71827,             0.79798,             0.41027,            0.033673,             0.01609,           0.0053316,            0.001387,            0.001387,            0.001387
                 263,            0.026594,            0.016172,           0.0019549,             0.78908,             0.71822,             0.79815,             0.41058,            0.033677,            0.016097,            0.005331,            0.001354,            0.001354,            0.001354
                 264,            0.026488,            0.015725,           0.0020153,             0.78907,             0.71817,             0.79806,             0.41073,            0.033681,            0.016102,           0.0053391,            0.001321,            0.001321,            0.001321
                 265,            0.026524,            0.015864,            0.001932,               0.788,             0.71915,             0.79756,             0.41045,            0.033686,            0.016109,           0.0053503,            0.001288,            0.001288,            0.001288
                 266,            0.026129,            0.015695,           0.0017079,             0.78892,             0.71839,             0.79738,              0.4105,            0.033691,            0.016117,           0.0053582,            0.001255,            0.001255,            0.001255
                 267,            0.026423,            0.015713,           0.0019194,             0.78565,             0.71925,             0.79721,             0.41053,            0.033695,            0.016125,           0.0053701,            0.001222,            0.001222,            0.001222
                 268,             0.02618,            0.015536,           0.0017687,             0.78518,             0.71932,             0.79711,             0.41071,              0.0337,            0.016133,           0.0053805,            0.001189,            0.001189,            0.001189
                 269,            0.026182,            0.015475,           0.0017365,             0.78389,              0.7193,             0.79704,             0.41051,            0.033708,            0.016141,           0.0053826,            0.001156,            0.001156,            0.001156
                 270,            0.026105,            0.015911,            0.001923,             0.78094,             0.72096,             0.79668,             0.41019,            0.033713,            0.016148,           0.0053838,            0.001123,            0.001123,            0.001123
